key	ctn	file_new	file_orig	invasion_veena	k14_veena	orgnum
CTN009_Tumor_Day6_10	CTN009	CTN009_Day6_10.tif	CTN009_Day6-002_Position(55).zvi.tif	0	3	10
CTN009_Tumor_Day6_11	CTN009	CTN009_Day6_11.tif	CTN009_Day6-002_Position(56).zvi.tif	0	3	11
CTN009_Tumor_Day6_12	CTN009	CTN009_Day6_12.tif	CTN009_Day6-002_Position(57).zvi.tif	0	2	12
CTN009_Tumor_Day6_13	CTN009	CTN009_Day6_13.tif	CTN009_Day6-002_Position(58).zvi.tif	0	2	13
CTN009_Tumor_Day6_14	CTN009	CTN009_Day6_14.tif	CTN009_Day6-002_Position(59).zvi.tif	1	2	14
CTN009_Tumor_Day6_15	CTN009	CTN009_Day6_15.tif	CTN009_Day6-002_Position(60).zvi.tif	0	3	15
CTN009_Tumor_Day6_16	CTN009	CTN009_Day6_16.tif	CTN009_Day6-002_Position(61).zvi.tif	0	3	16
CTN009_Tumor_Day6_17	CTN009	CTN009_Day6_17.tif	CTN009_Day6-002_Position(62).zvi.tif	0	1	17
CTN009_Tumor_Day6_18	CTN009	CTN009_Day6_18.tif	CTN009_Day6-002_Position(63).zvi.tif	0	3	18
CTN009_Tumor_Day6_19	CTN009	CTN009_Day6_19.tif	CTN009_Day6-002_Position(64).zvi.tif	0	0	19
CTN009_Tumor_Day6_20	CTN009	CTN009_Day6_20.tif	CTN009_Day6-002_Position(65).zvi.tif	2	3	20
CTN009_Tumor_Day6_21	CTN009	CTN009_Day6_21.tif	CTN009_Day6-002_Position(66).zvi.tif	0	2	21
CTN010_Tumor_Day6_01	CTN010	CTN010_Day6_01.tif	CTN010_Day6-003_AC04_01.zvi.tif	3	2	01
CTN010_Tumor_Day6_02	CTN010	CTN010_Day6_02.tif	CTN010_Day6-003_AC04_02.zvi.tif	1	2	02
CTN010_Tumor_Day6_03	CTN010	CTN010_Day6_03.tif	CTN010_Day6-003_AC04_03.zvi.tif	3	3	03
CTN010_Tumor_Day6_04	CTN010	CTN010_Day6_04.tif	CTN010_Day6-003_AC04_04.zvi.tif	0	2	04
CTN010_Tumor_Day6_05	CTN010	CTN010_Day6_05.tif	CTN010_Day6-003_AC04_05.zvi.tif	2	1	05
CTN010_Tumor_Day6_06	CTN010	CTN010_Day6_06.tif	CTN010_Day6-003_AC04_06.zvi.tif	0	2	06
CTN010_Tumor_Day6_07	CTN010	CTN010_Day6_07.tif	CTN010_Day6-003_AC04_07.zvi.tif	0	2	07
CTN010_Tumor_Day6_08	CTN010	CTN010_Day6_08.tif	CTN010_Day6-003_AC04_08.zvi.tif	3	2	08
CTN010_Tumor_Day6_09	CTN010	CTN010_Day6_09.tif	CTN010_Day6-003_AC04_09.zvi.tif	0	1	09
CTN010_Tumor_Day6_10	CTN010	CTN010_Day6_10.tif	CTN010_Day6-003_AC04_10.zvi.tif	0	0	10
CTN010_Tumor_Day6_11	CTN010	CTN010_Day6_11.tif	CTN010_Day6-003_AC04_11.zvi.tif	3	2	11
CTN010_Tumor_Day6_12	CTN010	CTN010_Day6_12.tif	CTN010_Day6-003_AC04_12.zvi.tif	1	2	12
CTN010_Tumor_Day6_13	CTN010	CTN010_Day6_13.tif	CTN010_Day6-003_AC04_13.zvi.tif	0	1	13
CTN010_Tumor_Day6_14	CTN010	CTN010_Day6_14.tif	CTN010_Day6-003_AC04_14.zvi.tif	0	1	14
CTN010_Tumor_Day6_15	CTN010	CTN010_Day6_15.tif	CTN010_Day6-003_AC04_15.zvi.tif	0	1	15
CTN010_Tumor_Day6_16	CTN010	CTN010_Day6_16.tif	CTN010_Day6-003_AC04_16.zvi.tif	3	3	16
CTN010_Tumor_Day6_17	CTN010	CTN010_Day6_17.tif	CTN010_Day6-003_AC04_17.zvi.tif	3	2	17
CTN010_Tumor_Day6_18	CTN010	CTN010_Day6_18.tif	CTN010_Day6-003_AC04_18.zvi.tif	3	3	18
CTN010_Tumor_Day6_19	CTN010	CTN010_Day6_19.tif	CTN010_Day6-003_AC04_19.zvi.tif	3	3	19
CTN010_Tumor_Day6_20	CTN010	CTN010_Day6_20.tif	CTN010_Day6-003_AC04_20.zvi.tif	1	1	20
CTN010_Tumor_Day6_21	CTN010	CTN010_Day6_21.tif	CTN010_Day6-003_AC04_21.zvi.tif	3	0	21
CTN010_Tumor_Day6_22	CTN010	CTN010_Day6_22.tif	CTN010_Day6-003_AC04_22.zvi.tif	2	2	22
CTN010_Tumor_Day6_23	CTN010	CTN010_Day6_23.tif	CTN010_Day6-003_AC04_23.zvi.tif	1	3	23
CTN010_Tumor_Day6_24	CTN010	CTN010_Day6_24.tif	CTN010_Day6-003_AC04_24.zvi.tif	2	2	24
CTN010_Tumor_Day6_25	CTN010	CTN010_Day6_25.tif	CTN010_Day6-003_AC04_25.zvi.tif	0	2	25
CTN010_Tumor_Day6_26	CTN010	CTN010_Day6_26.tif	CTN010_Day6-003_AC04_26.zvi.tif	3	2	26
CTN010_Tumor_Day6_27	CTN010	CTN010_Day6_27.tif	CTN010_Day6-003_AC04_27.zvi.tif	2	2	27
CTN010_Tumor_Day6_31	CTN010	CTN010_Day6_31.tif	CTN010_Day6-003_AC04_31.zvi.tif	0	2	31
CTN010_Tumor_Day6_32	CTN010	CTN010_Day6_32.tif	CTN010_Day6-003_AC04_32.zvi.tif	0	2	32
CTN010_Tumor_Day6_33	CTN010	CTN010_Day6_33.tif	CTN010_Day6-003_AC04_33.zvi.tif	0	1	33
CTN010_Tumor_Day6_34	CTN010	CTN010_Day6_34.tif	CTN010_Day6-003_AC04_34.zvi.tif	2	2	34
CTN010_Tumor_Day6_35	CTN010	CTN010_Day6_35.tif	CTN010_Day6-003_AC04_35.zvi.tif	3	3	35
CTN010_Tumor_Day6_36	CTN010	CTN010_Day6_36.tif	CTN010_Day6-003_AC04_36.zvi.tif	3	3	36
CTN010_Tumor_Day6_37	CTN010	CTN010_Day6_37.tif	CTN010_Day6-003_AC04_37.zvi.tif	2	1	37
CTN010_Tumor_Day6_38	CTN010	CTN010_Day6_38.tif	CTN010_Day6-003_AC04_38.zvi.tif	2	2	38
CTN010_Tumor_Day6_39	CTN010	CTN010_Day6_39.tif	CTN010_Day6-003_AC04_39.zvi.tif	0	1	39
CTN010_Tumor_Day6_40	CTN010	CTN010_Day6_40.tif	CTN010_Day6-003_AC04_40.zvi.tif	0	2	40
CTN010_Tumor_Day6_41	CTN010	CTN010_Day6_41.tif	CTN010_Day6-003_AC04_41.zvi.tif	0	2	41
CTN010_Tumor_Day6_42	CTN010	CTN010_Day6_42.tif	CTN010_Day6-003_AC04_42.zvi.tif	1	2	42
CTN010_Tumor_Day6_43	CTN010	CTN010_Day6_43.tif	CTN010_Day6-003_AC04_43.zvi.tif	0	3	43
CTN010_Tumor_Day6_44	CTN010	CTN010_Day6_44.tif	CTN010_Day6-003_AC04_44.zvi.tif	0	1	44
CTN010_Tumor_Day6_45	CTN010	CTN010_Day6_45.tif	CTN010_Day6-003_AC04_45.zvi.tif	1	2	45
CTN010_Tumor_Day6_46	CTN010	CTN010_Day6_46.tif	CTN010_Day6-003_AC04_46.zvi.tif	3	2	46
CTN011_Tumor_Day6_01	CTN011	CTN011_Day6_01.tif	CTN011_Day6-001_AB02_01.zvi.tif	1	2	01
CTN011_Tumor_Day6_02	CTN011	CTN011_Day6_02.tif	CTN011_Day6-001_AB02_02.zvi.tif	3	3	02
CTN011_Tumor_Day6_03	CTN011	CTN011_Day6_03.tif	CTN011_Day6-001_AB02_03.zvi.tif	0	1	03
CTN011_Tumor_Day6_04	CTN011	CTN011_Day6_04.tif	CTN011_Day6-001_AB02_04.zvi.tif	0	3	04
CTN011_Tumor_Day6_05	CTN011	CTN011_Day6_05.tif	CTN011_Day6-001_AB02_05.zvi.tif	2	3	05
CTN011_Tumor_Day6_06	CTN011	CTN011_Day6_06.tif	CTN011_Day6-001_AB02_06.zvi.tif	0	1	06
CTN011_Tumor_Day6_07	CTN011	CTN011_Day6_07.tif	CTN011_Day6-001_AB02_07.zvi.tif	0	2	07
CTN011_Tumor_Day6_08	CTN011	CTN011_Day6_08.tif	CTN011_Day6-001_AB02_08.zvi.tif	0	2	08
CTN011_Tumor_Day6_09	CTN011	CTN011_Day6_09.tif	CTN011_Day6-001_AB02_09.zvi.tif	1	3	09
CTN011_Tumor_Day6_10	CTN011	CTN011_Day6_10.tif	CTN011_Day6-001_AB02_10.zvi.tif	0	3	10
CTN011_Tumor_Day6_11	CTN011	CTN011_Day6_11.tif	CTN011_Day6-001_AB02_11.zvi.tif	0	3	11
CTN011_Tumor_Day6_12	CTN011	CTN011_Day6_12.tif	CTN011_Day6-001_AB02_12.zvi.tif	3	3	12
CTN011_Tumor_Day6_13	CTN011	CTN011_Day6_13.tif	CTN011_Day6-001_AB02_13.zvi.tif	2	3	13
CTN011_Tumor_Day6_14	CTN011	CTN011_Day6_14.tif	CTN011_Day6-001_AB02_14.zvi.tif	2	1	14
CTN011_Tumor_Day6_15	CTN011	CTN011_Day6_15.tif	CTN011_Day6-001_AB02_15.zvi.tif	2	3	15
CTN011_Tumor_Day6_16	CTN011	CTN011_Day6_16.tif	CTN011_Day6-001_AB02_16.zvi.tif	2	0	16
CTN011_Tumor_Day6_17	CTN011	CTN011_Day6_17.tif	CTN011_Day6-001_AB02_17.zvi.tif	1	2	17
CTN011_Tumor_Day6_18	CTN011	CTN011_Day6_18.tif	CTN011_Day6-001_AB02_18.zvi.tif	2	2	18
CTN011_Tumor_Day6_19	CTN011	CTN011_Day6_19.tif	CTN011_Day6-001_AB02_19.zvi.tif	0	1	19
CTN011_Tumor_Day6_20	CTN011	CTN011_Day6_20.tif	CTN011_Day6-001_AB02_20.zvi.tif	1	1	20
CTN011_Tumor_Day6_21	CTN011	CTN011_Day6_21.tif	CTN011_Day6-001_AB02_21.zvi.tif	0	2	21
CTN011_Tumor_Day6_22	CTN011	CTN011_Day6_22.tif	CTN011_Day6-001_AB02_22.zvi.tif	0	1	22
CTN011_Tumor_Day6_23	CTN011	CTN011_Day6_23.tif	CTN011_Day6-001_AB02_23.zvi.tif	2	2	23
CTN011_Tumor_Day6_24	CTN011	CTN011_Day6_24.tif	CTN011_Day6-001_AB02_24.zvi.tif	0	2	24
CTN011_Tumor_Day6_25	CTN011	CTN011_Day6_25.tif	CTN011_Day6-001_AB02_25.zvi.tif	0	1	25
CTN011_Tumor_Day6_26	CTN011	CTN011_Day6_26.tif	CTN011_Day6-001_AB02_26.zvi.tif	0	2	26
CTN011_Tumor_Day6_27	CTN011	CTN011_Day6_27.tif	CTN011_Day6-001_AB02_27.zvi.tif	0	3	27
CTN011_Tumor_Day6_28	CTN011	CTN011_Day6_28.tif	CTN011_Day6-001_AB02_28.zvi.tif	2	3	28
CTN011_Tumor_Day6_29	CTN011	CTN011_Day6_29.tif	CTN011_Day6-001_AB02_29.zvi.tif	2	2	29
CTN011_Tumor_Day6_30	CTN011	CTN011_Day6_30.tif	CTN011_Day6-001_AB02_30.zvi.tif	3	3	30
CTN011_Tumor_Day6_51	CTN011	CTN011_Day6_51.tif	CTN011_Day6-001_AB02_31.zvi.tif	2	3	51
CTN011_Tumor_Day6_52	CTN011	CTN011_Day6_52.tif	CTN011_Day6-001_AB02_32.zvi.tif	0	1	52
CTN011_Tumor_Day6_53	CTN011	CTN011_Day6_53.tif	CTN011_Day6-001_AB02_33.zvi.tif	0	1	53
CTN011_Tumor_Day6_54	CTN011	CTN011_Day6_54.tif	CTN011_Day6-001_AB02_34.zvi.tif	2	3	54
CTN011_Tumor_Day6_55	CTN011	CTN011_Day6_55.tif	CTN011_Day6-001_AB02_35.zvi.tif	0	2	55
CTN011_Tumor_Day6_56	CTN011	CTN011_Day6_56.tif	CTN011_Day6-001_AB02_36.zvi.tif	3	3	56
CTN011_Tumor_Day6_57	CTN011	CTN011_Day6_57.tif	CTN011_Day6-001_AB02_37.zvi.tif	0	3	57
CTN011_Tumor_Day6_58	CTN011	CTN011_Day6_58.tif	CTN011_Day6-001_AB02_38.zvi.tif	0	3	58
CTN011_Tumor_Day6_59	CTN011	CTN011_Day6_59.tif	CTN011_Day6-001_AB02_39.zvi.tif	3	2	59
CTN011_Tumor_Day6_60	CTN011	CTN011_Day6_60.tif	CTN011_Day6-001_AB02_40.zvi.tif	0	2	60
CTN011_Tumor_Day6_61	CTN011	CTN011_Day6_61.tif	CTN011_Day6-001_AB02_41.zvi.tif	2	1	61
CTN011_Tumor_Day6_62	CTN011	CTN011_Day6_62.tif	CTN011_Day6-001_AB02_42.zvi.tif	0	1	62
CTN011_Tumor_Day6_63	CTN011	CTN011_Day6_63.tif	CTN011_Day6-001_AB02_43.zvi.tif	2	2	63
CTN011_Tumor_Day6_64	CTN011	CTN011_Day6_64.tif	CTN011_Day6-001_AB02_44.zvi.tif	2	2	64
CTN011_Tumor_Day6_65	CTN011	CTN011_Day6_65.tif	CTN011_Day6-001_AB02_45.zvi.tif	2	2	65
CTN011_Tumor_Day6_66	CTN011	CTN011_Day6_66.tif	CTN011_Day6-001_AB02_46.zvi.tif	0	3	66
CTN011_Tumor_Day6_67	CTN011	CTN011_Day6_67.tif	CTN011_Day6-001_AB02_47.zvi.tif	1	1	67
CTN011_Tumor_Day6_68	CTN011	CTN011_Day6_68.tif	CTN011_Day6-001_AB02_48.zvi.tif	0	3	68
CTN014_Tumor_Day6_01	CTN014	CTN014_Day6_01.tif	CTN014_Day6-009_AB02_01.zvi.tif	0	0	01
CTN014_Tumor_Day6_02	CTN014	CTN014_Day6_02.tif	CTN014_Day6-009_AB02_02.zvi.tif	0	0	02
CTN014_Tumor_Day6_03	CTN014	CTN014_Day6_03.tif	CTN014_Day6-009_AB02_03.zvi.tif	0	1	03
CTN014_Tumor_Day6_04	CTN014	CTN014_Day6_04.tif	CTN014_Day6-009_AB02_04.zvi.tif	0	1	04
CTN014_Tumor_Day6_05	CTN014	CTN014_Day6_05.tif	CTN014_Day6-009_AB02_05.zvi.tif	0	0	05
CTN014_Tumor_Day6_06	CTN014	CTN014_Day6_06.tif	CTN014_Day6-009_AB02_06.zvi.tif	0	1	06
CTN014_Tumor_Day6_07	CTN014	CTN014_Day6_07.tif	CTN014_Day6-009_AB02_07.zvi.tif	0	1	07
CTN015_Tumor_Day6_01	CTN015	CTN015_Day6_01.tif	CTN0015_Day6-001_Position(15).zvi.tif	3	3	01
CTN015_Tumor_Day6_02	CTN015	CTN015_Day6_02.tif	CTN0015_Day6-001_Position(16).zvi.tif	2	3	02
CTN015_Tumor_Day6_03	CTN015	CTN015_Day6_03.tif	CTN0015_Day6-001_Position(17).zvi.tif	2	3	03
CTN015_Tumor_Day6_04	CTN015	CTN015_Day6_04.tif	CTN0015_Day6-001_Position(18).zvi.tif	0	3	04
CTN015_Tumor_Day6_05	CTN015	CTN015_Day6_05.tif	CTN0015_Day6-001_Position(19).zvi.tif	0	0	05
CTN015_Tumor_Day6_06	CTN015	CTN015_Day6_06.tif	CTN0015_Day6-001_Position(20).zvi.tif	0	2	06
CTN015_Tumor_Day6_07	CTN015	CTN015_Day6_07.tif	CTN0015_Day6-001_Position(21).zvi.tif	0	3	07
CTN015_Tumor_Day6_08	CTN015	CTN015_Day6_08.tif	CTN0015_Day6-001_Position(22).zvi.tif	0	2	08
CTN015_Tumor_Day6_16	CTN015	CTN015_Day6_16.tif	CTN0015_Day6-001_Position(30).zvi.tif	0	2	16
CTN015_Tumor_Day6_17	CTN015	CTN015_Day6_17.tif	CTN0015_Day6-001_Position(31).zvi.tif	1	2	17
CTN015_Tumor_Day6_18	CTN015	CTN015_Day6_18.tif	CTN0015_Day6-001_Position(32).zvi.tif	0	3	18
CTN015_Tumor_Day6_19	CTN015	CTN015_Day6_19.tif	CTN0015_Day6-001_Position(33).zvi.tif	0	2	19
CTN015_Tumor_Day6_20	CTN015	CTN015_Day6_20.tif	CTN0015_Day6-001_Position(34).zvi.tif	0	3	20
CTN015_Tumor_Day6_21	CTN015	CTN015_Day6_21.tif	CTN0015_Day6-001_Position(35).zvi.tif	0	3	21
CTN015_Tumor_Day6_22	CTN015	CTN015_Day6_22.tif	CTN0015_Day6-001_Position(36).zvi.tif	1	2	22
CTN015_Tumor_Day6_23	CTN015	CTN015_Day6_23.tif	CTN0015_Day6-001_Position(37).zvi.tif	0	2	23
CTN015_Tumor_Day6_24	CTN015	CTN015_Day6_24.tif	CTN0015_Day6-001_Position(38).zvi.tif	0	3	24
CTN015_Tumor_Day6_25	CTN015	CTN015_Day6_25.tif	CTN0015_Day6-001_Position(39).zvi.tif	0	3	25
CTN015_Tumor_Day6_26	CTN015	CTN015_Day6_26.tif	CTN0015_Day6-001_Position(40).zvi.tif	0	3	26
CTN015_Tumor_Day6_27	CTN015	CTN015_Day6_27.tif	CTN0015_Day6-001_Position(41).zvi.tif	0	3	27
CTN015_Tumor_Day6_28	CTN015	CTN015_Day6_28.tif	CTN0015_Day6-001_Position(42).zvi.tif	0	3	28
CTN015_Tumor_Day6_29	CTN015	CTN015_Day6_29.tif	CTN0015_Day6-001_Position(43).zvi.tif	0	3	29
CTN015_Tumor_Day6_30	CTN015	CTN015_Day6_30.tif	CTN0015_Day6-001_Position(44).zvi.tif	2	2	30
CTN015_Tumor_Day6_31	CTN015	CTN015_Day6_31.tif	CTN0015_Day6-001_Position(45).zvi.tif	2	3	31
CTN018_Tumor_Day6_01	CTN018	CTN018_Day6_01.tif	CTN018_Day6-012_Position(165).zvi.tif	2	2	01
CTN018_Tumor_Day6_02	CTN018	CTN018_Day6_02.tif	CTN018_Day6-012_Position(166).zvi.tif	3	3	02
CTN018_Tumor_Day6_03	CTN018	CTN018_Day6_03.tif	CTN018_Day6-012_Position(167).zvi.tif	3	2	03
CTN018_Tumor_Day6_07	CTN018	CTN018_Day6_07.tif	CTN018_Day6-012_Position(171).zvi.tif	3	1	07
CTN018_Tumor_Day6_08	CTN018	CTN018_Day6_08.tif	CTN018_Day6-012_Position(172).zvi.tif	1	2	08
CTN019_Tumor_Day6_01	CTN019	CTN019_Day6_01.tif	CTN019d6 K14-05_AB02_01.zvi.tif	0	0	01
CTN019_Tumor_Day6_02	CTN019	CTN019_Day6_02.tif	CTN019d6 K14-05_AB02_02.zvi.tif	0	0	02
CTN019_Tumor_Day6_03	CTN019	CTN019_Day6_03.tif	CTN019d6 K14-05_AB02_03.zvi.tif	0	0	03
CTN019_Tumor_Day6_05	CTN019	CTN019_Day6_05.tif	CTN019d6 K14-05_AB02_05.zvi.tif	0	0	05
CTN019_Tumor_Day6_07	CTN019	CTN019_Day6_07.tif	CTN019d6 K14-05_AB02_07.zvi.tif	0	0	07
CTN019_Tumor_Day6_08	CTN019	CTN019_Day6_08.tif	CTN019d6 K14-05_AB02_08.zvi.tif	0	0	08
CTN019_Tumor_Day6_09	CTN019	CTN019_Day6_09.tif	CTN019d6 K14-05_AB02_09.zvi.tif	0	0	09
